t_granted,feeder,iter,state,vupdate,source_v_pu,source_ang_deg,dist_bus,vavg_pu,va_pu,vb_pu,vc_pu,vpos_pu,alert_signal,alert_bus,alert_v_pu,alert_vpos_pu,alert_vavg_pu,fidvr_stage,tx_v_pu,motor_p_scale,motor_q_scale,caps_status,caps_on,cap_fraction,tap_pu,restore_frac,thermal_restore_frac,motor_slip_avg,motor_slip_max,motor_pf_avg,motor_running_groups,motor_stalled_groups,motor_tripped_groups,motor_restoring_groups,motor_contactor_open_groups,motor_thermal_trip_groups,motor_locked_out_groups,dynamics_enabled,tap_reg1,tap_reg2,tap_reg3,cap1_state,cap1_enabled,cap2_state,cap2_enabled,fidvr_stage_effective
0.84,1,513,NEXT_STEP,False,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.843,1,514,NEXT_STEP,False,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.846,1,515,NEXT_STEP,False,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.849,1,517,NEXT_STEP,False,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.852,1,519,NEXT_STEP,False,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.855,1,521,NEXT_STEP,False,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.858,1,522,NEXT_STEP,False,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.861,1,523,NEXT_STEP,False,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.864,1,525,NEXT_STEP,False,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.867,1,526,NEXT_STEP,False,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.87,1,528,NEXT_STEP,False,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.873,1,529,NEXT_STEP,False,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.876,1,531,NEXT_STEP,False,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.879,1,532,NEXT_STEP,False,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.882,1,533,NEXT_STEP,False,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.885,1,535,NEXT_STEP,False,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.888,1,537,NEXT_STEP,False,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.891,1,538,NEXT_STEP,False,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.894,1,539,NEXT_STEP,False,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.897,1,541,NEXT_STEP,False,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.9,1,543,NEXT_STEP,False,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.903,1,544,NEXT_STEP,False,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.906,1,546,NEXT_STEP,False,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.909,1,547,NEXT_STEP,False,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.912,1,548,NEXT_STEP,False,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.915,1,550,NEXT_STEP,False,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.918,1,551,NEXT_STEP,False,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.921,1,553,NEXT_STEP,False,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.924,1,555,NEXT_STEP,False,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.927,1,557,NEXT_STEP,False,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.93,1,558,NEXT_STEP,False,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.933,1,559,NEXT_STEP,False,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.936,1,560,NEXT_STEP,False,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.939,1,562,NEXT_STEP,False,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.942,1,564,NEXT_STEP,False,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.945,1,565,NEXT_STEP,False,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.948,1,566,NEXT_STEP,False,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.951,1,568,NEXT_STEP,False,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.954,1,570,NEXT_STEP,False,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.957,1,572,NEXT_STEP,False,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.96,1,573,NEXT_STEP,False,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.963,1,574,NEXT_STEP,False,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.966,1,575,NEXT_STEP,False,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.969,1,577,NEXT_STEP,False,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.972,1,578,NEXT_STEP,False,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.975,1,579,NEXT_STEP,False,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.978,1,580,NEXT_STEP,False,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.981,1,582,NEXT_STEP,False,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.984,1,583,NEXT_STEP,False,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.987,1,585,NEXT_STEP,False,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.99,1,587,NEXT_STEP,False,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.993,1,588,NEXT_STEP,False,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.996,1,590,NEXT_STEP,False,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.999,1,592,NEXT_STEP,False,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
1.002,1,593,NEXT_STEP,False,1.00867,-10.163598,675,1.004167,0.989047,1.048359,0.975095,1.00393,dist_bus,675,1.00393,1.00393,1.004167,FAULT_ACTIVE,1.00867,1.0,1.047,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,FAULT_ACTIVE
1.005,1,595,NEXT_STEP,False,0.44369,-9.038303,675,0.43545,0.422719,0.453551,0.430081,0.435433,dist_bus,675,0.435433,0.435433,0.43545,FAULT_ACTIVE,0.44369,0.716,3.105,on,True,1.0,1.05,0.908,0.0,,,,3,0,9,0,9,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,FAULT_ACTIVE
1.008,1,597,NEXT_STEP,False,0.447602,-8.100184,675,0.43947,0.427491,0.45763,0.433289,0.439455,dist_bus,675,0.439455,0.439455,0.43947,FAULT_ACTIVE,0.447602,0.709,3.075,on,True,1.0,1.05,0.901,0.0,,,,3,0,9,0,9,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,FAULT_ACTIVE
1.011,1,599,NEXT_STEP,False,0.441745,-8.398187,675,0.435167,0.425831,0.450775,0.428895,0.43516,dist_bus,675,0.43516,0.43516,0.435167,FAULT_ACTIVE,0.441745,0.65,2.819,on,True,1.0,1.05,0.851,0.0,,,,1,0,11,0,11,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,FAULT_ACTIVE
1.014,1,601,NEXT_STEP,False,0.436521,-8.750842,675,0.431028,0.422573,0.445423,0.42509,0.431023,dist_bus,675,0.431023,0.431023,0.431028,FAULT_ACTIVE,0.436521,0.605,2.627,on,True,1.0,1.05,0.808,0.0,,,,0,0,12,0,12,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,FAULT_ACTIVE
1.017,1,603,NEXT_STEP,False,0.431667,-9.090245,675,0.427076,0.41896,0.440725,0.421543,0.427071,dist_bus,675,0.427071,0.427071,0.427076,FAULT_ACTIVE,0.431667,0.566,2.458,on,True,1.0,1.05,0.77,0.0,,,,0,0,12,0,12,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,FAULT_ACTIVE
1.02,1,605,NEXT_STEP,False,0.427026,-9.426603,675,0.423297,0.415662,0.436109,0.418119,0.423292,dist_bus,675,0.423292,0.423292,0.423297,FAULT_ACTIVE,0.427026,0.529,2.298,on,True,1.0,1.05,0.733,0.0,,,,0,0,12,0,12,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,FAULT_ACTIVE
1.023,1,607,NEXT_STEP,False,0.422569,-9.761072,675,0.419633,0.412405,0.431691,0.414804,0.419629,dist_bus,675,0.419629,0.419629,0.419633,FAULT_ACTIVE,0.422569,0.495,2.147,on,True,1.0,1.05,0.697,0.0,,,,0,0,12,0,12,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,FAULT_ACTIVE
1.026,1,609,NEXT_STEP,False,0.418292,-10.092709,675,0.416095,0.409266,0.427426,0.411593,0.416091,dist_bus,675,0.416091,0.416091,0.416095,FAULT_ACTIVE,0.418292,0.462,2.005,on,True,1.0,1.05,0.662,0.0,,,,0,0,12,0,12,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,FAULT_ACTIVE
1.029,1,611,NEXT_STEP,False,0.414185,-10.421384,675,0.412674,0.406219,0.423319,0.408483,0.41267,dist_bus,675,0.41267,0.41267,0.412674,FAULT_ACTIVE,0.414185,0.431,1.871,on,True,1.0,1.05,0.628,0.0,,,,0,0,12,0,12,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,FAULT_ACTIVE
1.032,1,613,NEXT_STEP,False,0.410239,-10.74681,675,0.409365,0.403266,0.419359,0.40547,0.409362,dist_bus,675,0.409362,0.409362,0.409365,FAULT_ACTIVE,0.410239,0.402,1.745,on,True,1.0,1.05,0.595,0.0,,,,0,0,12,0,12,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,FAULT_ACTIVE
1.035,1,615,NEXT_STEP,False,0.406447,-11.068767,675,0.406166,0.400404,0.415543,0.402552,0.406163,dist_bus,675,0.406163,0.406163,0.406166,FAULT_ACTIVE,0.406447,0.375,1.627,on,True,1.0,1.05,0.563,0.0,,,,0,0,12,0,12,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,FAULT_ACTIVE
1.038,1,617,NEXT_STEP,False,0.402799,-11.387043,675,0.403071,0.397628,0.411862,0.399723,0.403068,dist_bus,675,0.403068,0.403068,0.403071,FAULT_ACTIVE,0.402799,0.349,1.515,on,True,1.0,1.05,0.0,0.0,,,,0,0,12,0,12,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,FAULT_ACTIVE
1.041,1,619,NEXT_STEP,False,0.39929,-11.701448,675,0.400076,0.394935,0.408313,0.396981,0.400073,dist_bus,675,0.400073,0.400073,0.400076,FAULT_ACTIVE,0.39929,0.325,1.409,on,True,1.0,1.05,0.0,0.0,,,,0,0,12,0,12,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,FAULT_ACTIVE
1.044,1,621,NEXT_STEP,False,0.395913,-12.011811,675,0.397179,0.392324,0.404889,0.394325,0.397176,dist_bus,675,0.397176,0.397176,0.397179,FAULT_ACTIVE,0.395913,0.302,1.31,on,True,1.0,1.05,0.0,0.0,,,,0,0,12,0,12,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,FAULT_ACTIVE
1.047,1,623,NEXT_STEP,False,0.392662,-12.317986,675,0.394376,0.389792,0.401586,0.391749,0.394372,dist_bus,675,0.394372,0.394372,0.394376,FAULT_ACTIVE,0.392662,0.28,1.216,on,True,1.0,1.05,0.0,0.0,,,,0,0,12,0,12,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,FAULT_ACTIVE
1.05,1,625,NEXT_STEP,False,0.389531,-12.61984,675,0.391662,0.387336,0.398398,0.389253,0.391658,dist_bus,675,0.391658,0.391658,0.391662,FAULT_ACTIVE,0.389531,0.26,1.127,on,True,1.0,1.05,0.0,0.0,,,,0,0,12,0,12,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,FAULT_ACTIVE
1.053,1,627,NEXT_STEP,False,0.386515,-12.91725,675,0.389036,0.384953,0.395322,0.386833,0.389032,dist_bus,675,0.389032,0.389032,0.389036,FAULT_ACTIVE,0.386515,0.24,1.043,on,True,1.0,1.05,0.0,0.0,,,,0,0,12,0,12,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,FAULT_ACTIVE
1.056,1,629,NEXT_STEP,False,0.383608,-13.210109,675,0.386493,0.382642,0.392352,0.384486,0.386489,dist_bus,675,0.386489,0.386489,0.386493,FAULT_ACTIVE,0.383608,0.222,0.963,on,True,1.0,1.05,0.0,0.0,,,,0,0,12,0,12,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,FAULT_ACTIVE
1.059,1,631,NEXT_STEP,False,0.380808,-13.49832,675,0.384034,0.380401,0.389488,0.382212,0.384029,dist_bus,675,0.384029,0.384029,0.384034,FAULT_ACTIVE,0.380808,0.205,0.888,on,True,1.0,1.05,0.0,0.0,,,,0,0,12,0,12,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,FAULT_ACTIVE
1.062,1,633,NEXT_STEP,False,0.378108,-13.7818,675,0.381652,0.378227,0.386721,0.380007,0.381647,dist_bus,675,0.381647,0.381647,0.381652,FAULT_ACTIVE,0.378108,0.188,0.817,on,True,1.0,1.05,0.0,0.0,,,,0,0,12,0,12,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,FAULT_ACTIVE
1.065,1,635,NEXT_STEP,False,0.375505,-14.060478,675,0.379347,0.376119,0.384051,0.37787,0.379342,dist_bus,675,0.379342,0.379342,0.379347,FAULT_ACTIVE,0.375505,0.173,0.749,on,True,1.0,1.05,0.0,0.0,,,,0,0,12,0,12,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,FAULT_ACTIVE
1.068,1,637,NEXT_STEP,False,0.372996,-14.334287,675,0.377116,0.374075,0.381474,0.375799,0.377111,dist_bus,675,0.377111,0.377111,0.377116,FAULT_ACTIVE,0.372996,0.158,0.685,on,True,1.0,1.05,0.0,0.0,,,,0,0,12,0,12,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,FAULT_ACTIVE
1.071,1,639,NEXT_STEP,False,0.370577,-14.603178,675,0.374958,0.372094,0.378987,0.373793,0.374952,dist_bus,675,0.374952,0.374952,0.374958,FAULT_ACTIVE,0.370577,0.144,0.625,on,True,1.0,1.05,0.0,0.0,,,,0,0,12,0,12,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,FAULT_ACTIVE
1.074,1,641,NEXT_STEP,False,0.368245,-14.867107,675,0.37287,0.370174,0.376587,0.371849,0.372864,dist_bus,675,0.372864,0.372864,0.37287,FAULT_ACTIVE,0.368245,0.131,0.567,on,True,1.0,1.05,0.0,0.0,,,,0,0,12,0,12,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,FAULT_ACTIVE
